ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
296	188	0	0	0.000000	2.691489	2.691489	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
297	81	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
298	54	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
299	104	0	0	0.000000	2.307692	2.307692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
300	65	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
301	33	0	0	0.000000	1.515152	1.515152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
302	35	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
303	84	0	0	0.000000	1.785714	1.785714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
304	86	0	0	0.000000	1.813953	1.813953	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
305	86	0	0	0.000000	1.500000	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
306	84	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
307	61	0	1	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
308	109	0	0	0.000000	1.577982	1.577982	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
309	86	0	0	0.000000	1.825581	1.825581	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
310	66	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
311	73	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
312	77	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
